ticket_id,created_at,department,title,description,resolution_notes,priority,status,pii_masked,ground_truth_category
SYN-0449,2026-08-20,HR,Remote access VPN drops after login,Remote access VPN drops after login on Windows 10. It happens on my work laptop.,,Low,Open,true,VPN
SYN-0450,2026-01-13,Sales,DNS error while connected to office Wi-Fi,DNS error while connected to office Wi-Fi on Ubuntu. No recent hardware changes were made.,Restarted the network adapter and flushed the DNS cache.,Medium,Resolved,true,Wi-Fi / DNS
SYN-0451,2026-04-08,HR,Remote Desktop cannot connect to office PC,Remote Desktop cannot connect to office PC on macOS. I already restarted the device once.,,Low,Open,true,Remote Desktop
SYN-0452,2026-04-25,Finance,Windows cannot find network printer,Windows cannot find network printer on Windows 11. No recent hardware changes were made.,Cleared the print queue and reinstalled the approved printer driver.,Medium,Resolved,true,Printers
SYN-0453,2026-08-14,Finance,Remote Desktop shows credential error,Remote Desktop shows credential error on Windows 10. It happens on my work laptop.,,Medium,Open,true,Remote Desktop
SYN-0454,2026-02-21,Academic,Authenticator code is rejected,Authenticator code is rejected on Windows 10. Please help because I need this for work.,Re-registered MFA and cleared cached Outlook credentials.,High,Resolved,true,Outlook / MFA
SYN-0455,2026-05-20,IT,Windows driver error after restart,Windows driver error after restart on macOS. Please help because I need this for work.,,Medium,Open,true,Windows / Updates
SYN-0456,2026-03-23,Finance,Outlook keeps asking for password,Outlook keeps asking for password on macOS. This started this morning.,Re-registered MFA and cleared cached Outlook credentials.,Medium,Resolved,true,Outlook / MFA
SYN-0457,2026-03-01,Finance,Computer repeatedly restarts after Windows update,Computer repeatedly restarts after Windows update on Windows 11. No recent hardware changes were made.,Installed pending driver updates and repaired Windows update components.,Low,Resolved,true,Windows / Updates
SYN-0458,2026-07-28,HR,Printer shows offline although it is powered on,Printer shows offline although it is powered on on Ubuntu. It happens on my work laptop.,Cleared the print queue and reinstalled the approved printer driver.,Low,Resolved,true,Printers
SYN-0459,2026-06-01,Academic,MFA approval never arrives on phone,MFA approval never arrives on phone on macOS. The issue happens repeatedly.,Re-registered MFA and cleared cached Outlook credentials.,Low,Resolved,true,Outlook / MFA
SYN-0460,2026-05-25,Sales,Computer repeatedly restarts after Windows update,Computer repeatedly restarts after Windows update on Windows 11. Please help because I need this for work.,Installed pending driver updates and repaired Windows update components.,High,Resolved,true,Windows / Updates
SYN-0461,2026-05-06,Finance,Office printer prints blank pages,Office printer prints blank pages on Windows 10. I already restarted the device once.,Cleared the print queue and reinstalled the approved printer driver.,High,Resolved,true,Printers
SYN-0462,2026-05-15,Finance,User account is locked after failed login attempts,User account is locked after failed login attempts on macOS. The issue happens repeatedly.,,Low,Open,true,Accounts / Passwords
SYN-0463,2026-07-03,IT,Outlook cannot send email after password change,Outlook cannot send email after password change on Windows 10. This started this morning.,Re-registered MFA and cleared cached Outlook credentials.,Low,Resolved,true,Outlook / MFA
SYN-0464,2026-08-05,Finance,Outlook keeps asking for password,Outlook keeps asking for password on macOS. No recent hardware changes were made.,Re-registered MFA and cleared cached Outlook credentials.,High,Resolved,true,Outlook / MFA
SYN-0465,2026-01-26,IT,Setup wizard reports missing dependency,Setup wizard reports missing dependency on macOS. I already restarted the device once.,Used the approved installer with administrator permission.,Low,Resolved,true,Software Installation
SYN-0466,2026-06-16,HR,Approved software cannot be installed on laptop,Approved software cannot be installed on laptop on macOS. I already restarted the device once.,Used the approved installer with administrator permission.,High,Resolved,true,Software Installation
SYN-0467,2026-03-20,HR,Authenticator code is rejected,Authenticator code is rejected on Windows 11. No recent hardware changes were made.,Re-registered MFA and cleared cached Outlook credentials.,Low,Resolved,true,Outlook / MFA
SYN-0468,2026-01-09,Sales,Setup wizard reports missing dependency,Setup wizard reports missing dependency on macOS. The issue happens repeatedly.,Used the approved installer with administrator permission.,Low,Resolved,true,Software Installation
SYN-0469,2026-02-06,Academic,Company VPN connects then immediately disconnects,Company VPN connects then immediately disconnects on Windows 10. I already restarted the device once.,Updated the VPN client and re-created the connection profile.,Medium,Resolved,true,VPN
SYN-0470,2026-06-12,Academic,Laptop is slow after Windows 11 update,Laptop is slow after Windows 11 update on macOS. Please help because I need this for work.,Installed pending driver updates and repaired Windows update components.,Low,Resolved,true,Windows / Updates
SYN-0471,2026-03-05,IT,Office printer prints blank pages,Office printer prints blank pages on macOS. This started this morning.,Cleared the print queue and reinstalled the approved printer driver.,High,Resolved,true,Printers
SYN-0472,2026-04-09,Academic,Laptop connected to Wi-Fi but no internet access,Laptop connected to Wi-Fi but no internet access on Ubuntu. I already restarted the device once.,,Medium,Open,true,Wi-Fi / DNS
SYN-0473,2026-03-31,Finance,Remote Desktop shows credential error,Remote Desktop shows credential error on Ubuntu. The issue happens repeatedly.,,High,Open,true,Remote Desktop
SYN-0474,2026-04-26,Finance,Cannot sign in after password reset,Cannot sign in after password reset on macOS. This started this morning.,Unlocked the account and forced a secure password reset.,Medium,Resolved,true,Accounts / Passwords
SYN-0475,2026-01-19,HR,Printer is online but jobs stay in queue,Printer is online but jobs stay in queue on Ubuntu. I already restarted the device once.,Cleared the print queue and reinstalled the approved printer driver.,High,Resolved,true,Printers
SYN-0476,2026-08-18,IT,VPN tunnel is unstable from home network,VPN tunnel is unstable from home network on Ubuntu. No recent hardware changes were made.,Updated the VPN client and re-created the connection profile.,Low,Resolved,true,VPN
SYN-0477,2026-06-05,HR,Software setup cannot continue because admin rights are required,Software setup cannot continue because admin rights are required on Windows 10. This started this morning.,,Medium,Open,true,Software Installation
SYN-0478,2026-04-15,Academic,Cannot sign in after password reset,Cannot sign in after password reset on macOS. It happens on my work laptop.,Unlocked the account and forced a secure password reset.,Low,Resolved,true,Accounts / Passwords
SYN-0479,2026-04-11,HR,VPN disconnects every few minutes,VPN disconnects every few minutes on Windows 10. It happens on my work laptop.,,Low,Open,true,VPN
SYN-0480,2026-03-17,HR,Application installation fails with permission error,Application installation fails with permission error on Windows 10. This started this morning.,,Low,Open,true,Software Installation
SYN-0481,2026-01-21,Finance,Outlook cannot send email after password change,Outlook cannot send email after password change on macOS. Please help because I need this for work.,,Medium,Open,true,Outlook / MFA
SYN-0482,2026-01-24,HR,Remote computer is unavailable through RDP,Remote computer is unavailable through RDP on macOS. Please help because I need this for work.,,Medium,Open,true,Remote Desktop
SYN-0483,2026-01-12,Operations,Authenticator code is rejected,Authenticator code is rejected on Ubuntu. It happens on my work laptop.,Re-registered MFA and cleared cached Outlook credentials.,Low,Resolved,true,Outlook / MFA
SYN-0484,2026-01-16,Academic,Printer shows offline although it is powered on,Printer shows offline although it is powered on on Windows 10. This started this morning.,Cleared the print queue and reinstalled the approved printer driver.,High,Resolved,true,Printers
SYN-0485,2026-04-16,Sales,Computer repeatedly restarts after Windows update,Computer repeatedly restarts after Windows update on Windows 10. Please help because I need this for work.,Installed pending driver updates and repaired Windows update components.,High,Resolved,true,Windows / Updates
SYN-0486,2026-06-25,Sales,Setup wizard reports missing dependency,Setup wizard reports missing dependency on Windows 11. Please help because I need this for work.,,Medium,Open,true,Software Installation
SYN-0487,2026-08-20,Sales,Company VPN connects then immediately disconnects,Company VPN connects then immediately disconnects on Windows 11. This started this morning.,Updated the VPN client and re-created the connection profile.,Medium,Resolved,true,VPN
SYN-0488,2026-02-24,HR,MFA approval never arrives on phone,MFA approval never arrives on phone on Windows 10. Please help because I need this for work.,Re-registered MFA and cleared cached Outlook credentials.,Low,Resolved,true,Outlook / MFA
SYN-0489,2026-07-30,Sales,Software setup cannot continue because admin rights are required,Software setup cannot continue because admin rights are required on macOS. It happens on my work laptop.,Used the approved installer with administrator permission.,High,Resolved,true,Software Installation
SYN-0490,2026-04-10,Sales,VPN disconnects every few minutes,VPN disconnects every few minutes on macOS. It happens on my work laptop.,,High,Open,true,VPN
SYN-0491,2026-07-21,Finance,Remote Desktop cannot connect to office PC,Remote Desktop cannot connect to office PC on Ubuntu. I already restarted the device once.,,Low,Open,true,Remote Desktop
SYN-0492,2026-05-25,IT,VPN disconnects every few minutes,VPN disconnects every few minutes on macOS. Please help because I need this for work.,Updated the VPN client and re-created the connection profile.,Medium,Resolved,true,VPN
SYN-0493,2026-05-27,Finance,Approved software cannot be installed on laptop,Approved software cannot be installed on laptop on Windows 11. It happens on my work laptop.,,Medium,Open,true,Software Installation
SYN-0494,2026-06-05,Finance,Outlook profile fails to synchronize mail,Outlook profile fails to synchronize mail on Ubuntu. It happens on my work laptop.,,High,Open,true,Outlook / MFA
SYN-0495,2026-07-10,IT,User account is locked after failed login attempts,User account is locked after failed login attempts on macOS. This started this morning.,,Medium,Open,true,Accounts / Passwords
SYN-0496,2026-03-13,Academic,Windows cannot find network printer,Windows cannot find network printer on Windows 10. I already restarted the device once.,,Low,Open,true,Printers
SYN-0497,2026-07-18,IT,Print queue is stuck and cannot be cleared,Print queue is stuck and cannot be cleared on Ubuntu. The issue happens repeatedly.,Cleared the print queue and reinstalled the approved printer driver.,High,Resolved,true,Printers
SYN-0498,2026-04-24,Operations,Remote access VPN drops after login,Remote access VPN drops after login on Ubuntu. The issue happens repeatedly.,Updated the VPN client and re-created the connection profile.,Medium,Resolved,true,VPN
SYN-0499,2026-07-22,Finance,Wi-Fi connected but browser says no internet,Wi-Fi connected but browser says no internet on macOS. No recent hardware changes were made.,Restarted the network adapter and flushed the DNS cache.,High,Resolved,true,Wi-Fi / DNS
SYN-0500,2026-07-19,HR,Software setup cannot continue because admin rights are required,Software setup cannot continue because admin rights are required on Windows 11. I already restarted the device once.,Used the approved installer with administrator permission.,Low,Resolved,true,Software Installation
